word	pos	polarity	strength
callous	JJ	negative	1.0
calm	JJ	positive	0.5
calm	VB	positive	0.5
calming		positive	1.0
calmness	NN	positive	0.5
calumniate	VB	negative	1.0
calumniation	NN	negative	1.0
calumnies	NN	negative	1.0
calumnious	JJ	negative	1.0
calumniously		negative	1.0
calumny	NN	negative	1.0
cancer	NN	negative	0.5
cancerous	JJ	negative	0.5
candid	JJ	positive	1.0
candor	NN	positive	1.0
cannibal	NN	negative	1.0
cannibalize	VB	negative	1.0
capable	JJ	positive	0.5
capability	NN	positive	0.5
capably	JJ	positive	0.5
capitalize	VB	positive	0.5
capitulate	VB	negative	0.5
capricious	JJ	negative	1.0
capriciously		negative	1.0
capriciousness	NN	negative	1.0
capsize	VB	negative	0.5
captivate	VB	positive	1.0
captivating	JJ	positive	1.0
captivation	NN	positive	1.0
captive	JJ	negative	0.5
care	VB	positive	0.5
carefree	JJ	positive	1.0
careful	JJ	positive	0.5
careless	JJ	negative	1.0
carelessness	NN	negative	1.0
caricature	VB	negative	1.0
carnage	NN	negative	1.0
carp	VB	negative	1.0
cartoon	JJ	negative	0.5
cartoon	NN	negative	0.5
cartoonish		negative	1.0
cash-strapped	JJ	negative	0.5
castigate	VB	negative	1.0
casualty	NN	negative	0.5
cataclysm	NN	negative	1.0
cataclysmal	JJ	negative	1.0
cataclysmic	JJ	negative	1.0
cataclysmically		negative	1.0
catalyst	JJ	positive	1.0
catalyst	NN	positive	1.0
catastrophe		negative	1.0
catastrophe	NN	negative	1.0
catastrophes	NN	negative	1.0
catastrophic	JJ	negative	1.0
catastrophic		negative	1.0
catastrophically		negative	1.0
catchy	JJ	positive	1.0
caustic	JJ	negative	1.0
caustically		negative	1.0
cautionary	JJ	negative	1.0
cautious	JJ	negative	0.5
cave	VB	negative	0.5
ceaseless	JJ	neutral	0.5
celebrate	VB	positive	1.0
celebrated	JJ	positive	1.0
celebration	NN	positive	1.0
celebratory		positive	1.0
celebrity	NN	positive	0.5
censure	JJ	negative	1.0
censure	NN	negative	1.0
censure	VB	negative	1.0
central	JJ	neutral	0.5
certain		neutral	0.5
certainly		neutral	1.0
certified	JJ	neutral	0.5
chafe	VB	negative	1.0
chaff	VB	negative	1.0
chagrin	NN	negative	1.0
chagrin	VB	negative	1.0
challenge	NN	negative	0.5
challenge	VB	negative	0.5
challenging	JJ	negative	0.5
champion	JJ	positive	0.5
champion		positive	0.5
champ	NN	positive	0.5
champion	NN	positive	0.5
chant	JJ	neutral	0.5
chant	NN	neutral	0.5
chaos	NN	negative	1.0
chaotic	JJ	negative	1.0
charisma	NN	negative	1.0
charismatic	JJ	positive	1.0
charitable	JJ	positive	0.5
charitable	NN	positive	0.5
charity	NN	positive	0.5
charm	JJ	positive	1.0
charm	NN	positive	1.0
charm	VB	positive	1.0
charming	JJ	positive	1.0
charming		positive	1.0
charmingly	JJ	positive	1.0
chaste	JJ	positive	1.0
chasten	VB	negative	1.0
chastise	VB	negative	1.0
chastisement		negative	1.0
chatter	VB	negative	1.0
chatterbox		negative	1.0
cheapen	VB	negative	1.0
cheap	JJ	negative	1.0
cheat	NN	negative	1.0
cheat	VB	negative	1.0
cheater		negative	1.0
cheer	NN	positive	1.0
cheer	VB	positive	1.0
cheery	JJ	positive	1.0
cheerful	JJ	positive	1.0
cheerless	JJ	negative	1.0
cherish	VB	positive	1.0
cherished	JJ	positive	1.0
cherub	NN	positive	1.0
chic	JJ	positive	1.0
chide	VB	negative	1.0
childish	JJ	negative	1.0
chill	VB	negative	0.5
chilly	JJ	negative	0.5
chit		negative	1.0
chivalry	NN	positive	1.0
chivalrous	JJ	positive	1.0
choppy	JJ	negative	0.5
choke	VB	negative	0.5
chore	NN	negative	0.5
chronic	JJ	negative	0.5
chum	NN	positive	0.5
civility	NN	positive	1.0
civilization	NN	positive	0.5
civilize	JJ	positive	0.5
civilize	VB	positive	0.5
civil	JJ	positive	0.5
claim		neutral	0.5
clamor	NN	negative	0.5
clamorous	JJ	negative	0.5
clandestine	JJ	neutral	0.5
clarity	JJ	positive	0.5
clash	JJ	negative	0.5
clash	NN	negative	0.5
classic	NN	positive	0.5
clean	JJ	positive	0.5
cleanliness	NN	positive	0.5
cleanse	VB	positive	0.5
clear		positive	0.5
clear-cut	JJ	positive	1.0
clearer	JJ	positive	1.0
clearer	NN	positive	1.0
clearly		positive	1.0
clever	JJ	positive	1.0
cliche		negative	1.0
cliched		negative	1.0
clique	NN	negative	0.5
clog	VB	negative	0.5
close	JJ	negative	0.5
closeness	JJ	positive	1.0
closeness	NN	positive	1.0
cloud	VB	negative	1.0
clout	JJ	positive	1.0
clout	NN	positive	1.0
clumsy	JJ	negative	1.0
co-operation	JJ	positive	0.5
co-operation	NN	positive	0.5
coarse	JJ	negative	0.5
coax	VB	positive	1.0
cocky	JJ	negative	1.0
coddle	VB	positive	0.5
coerce	VB	negative	1.0
coercion	NN	negative	1.0
coercive	JJ	negative	1.0
cogent	JJ	positive	1.0
cohesive	JJ	positive	0.5
cogitate	VB	neutral	1.0
cognizance	JJ	neutral	0.5
cognizance	NN	neutral	0.5
cognizant	NN	neutral	1.0
cohere	VB	positive	0.5
coherence	JJ	positive	1.0
coherence	NN	positive	1.0
coherent	JJ	positive	0.5
cohesion	NN	positive	0.5
cohesive	JJ	positive	0.5
cold	JJ	negative	0.5
coldly	RB	negative	1.0
collapse	JJ	negative	0.5
collapse	VB	negative	0.5
collide	VB	negative	0.5
collude	VB	negative	1.0
collusion	NN	negative	1.0
colorful	JJ	positive	0.5
colossal	JJ	positive	0.5
combative	JJ	negative	0.5
comeback	JJ	positive	0.5
comeback	NN	positive	0.5
comedy	NN	negative	0.5
comedy	JJ	negative	0.5
comely	JJ	positive	1.0
comfort	VB	positive	0.5
comfortable	JJ	positive	0.5
comfortable	NN	positive	0.5
comfortably	RB	positive	0.5
comforting		positive	1.0
comical	JJ	negative	0.5
commend	VB	positive	1.0
commendable	JJ	positive	1.0
commendably	RB	positive	1.0
commensurate	JJ	positive	0.5
commonsense	NN	positive	0.5
commonsensible	JJ	positive	0.5
commonsensibly	RB	positive	0.5
commonsensical	JJ	positive	0.5
comment	JJ	neutral	0.5
comment	NN	neutral	0.5
commentator	JJ	neutral	0.5
commentator	NN	neutral	0.5
commodious	JJ	positive	0.5
commiserate	VB	negative	1.0
commitment	JJ	positive	0.5
commitment	NN	positive	0.5
commonplace	JJ	negative	0.5
commotion	JJ	negative	1.0
commotion	NN	negative	1.0
compact	JJ	positive	0.5
compassion	NN	positive	1.0
compassionate	JJ	positive	1.0
compatible	JJ	positive	0.5
compatible	NN	positive	0.5
compel	VB	negative	1.0
compelling	JJ	positive	1.0
compelling	NN	positive	1.0
compensate	VB	positive	1.0
competent	JJ	positive	0.5
competence	NN	positive	0.5
competency	NN	positive	0.5
competitive	JJ	positive	0.5
competitive	NN	positive	0.5
competitiveness		positive	0.5
complacent	JJ	negative	1.0
complacent	NN	negative	1.0
complain	VB	negative	1.0
complaining	JJ	negative	1.0
complaining	NN	negative	1.0
complaint	NN	negative	1.0
complaints	JJ	negative	1.0
complaints	NN	negative	1.0
complement	NN	positive	1.0
complement	VB	positive	0.5
complete	JJ	neutral	0.5
completely	RB	neutral	0.5
complex	JJ	negative	0.5
compliant	JJ	positive	1.0
compliant	NN	positive	1.0
complicate	VB	negative	0.5
complicated	JJ	negative	0.5
complication	NN	negative	0.5
complicit	JJ	negative	1.0
compliment	VB	positive	1.0
complimentary		positive	1.0
comprehend	VB	neutral	1.0
comprehensive	JJ	positive	0.5
compromise	JJ	positive	0.5
compromise	NN	positive	0.5
compromise	VB	positive	0.5
compromises	JJ	positive	0.5
compromises	NN	positive	0.5
compulsion	NN	negative	1.0
compulsive	JJ	negative	1.0
compulsory	JJ	negative	0.5
comrades	JJ	positive	1.0
comrades	NN	positive	1.0
concede	VB	negative	1.0
conceit	NN	negative	1.0
conceited	JJ	negative	1.0
conceivable	JJ	positive	1.0
conceivable	NN	positive	1.0
concern	JJ	negative	1.0
concern	NN	negative	1.0
concern	VB	negative	0.5
concerned		negative	1.0
concerning	JJ	neutral	0.5
concerning	NN	neutral	0.5
concerns	JJ	negative	1.0
concerns	NN	negative	1.0
concerted	JJ	neutral	0.5
concession	JJ	negative	0.5
concession	NN	negative	0.5
concessions	JJ	negative	0.5
concessions	NN	negative	0.5
conciliate	VB	positive	1.0
conciliatory	JJ	positive	1.0
conclusive	JJ	positive	0.5
concrete	JJ	positive	0.5
concur	VB	positive	1.0
condescend	VB	negative	1.0
condescending	JJ	negative	1.0
condescendingly	RB	negative	1.0
condescension	NN	negative	1.0
condemn		negative	1.0
condemn	VB	negative	1.0
condemnable	JJ	negative	1.0
condemnation	NN	negative	1.0
condolence	NN	negative	1.0
condolences	JJ	negative	1.0
condolences	NN	negative	1.0
condone	VB	positive	1.0
conducive	JJ	positive	0.5
conducive	NN	positive	0.5
confer	VB	positive	0.5
confess	VB	negative	1.0
confession	NN	negative	1.0
confessions	JJ	negative	1.0
confessions	NN	negative	1.0
confide	VB	neutral	1.0
confidence	JJ	positive	1.0
confidence	NN	positive	1.0
confident	JJ	positive	1.0
conflict	JJ	negative	0.5
conflict	NN	negative	0.5
confound		negative	0.5
confound	VB	negative	0.5
confounded		negative	0.5
confounding		negative	0.5
confront	VB	negative	0.5
confrontation	JJ	negative	1.0
confrontation	NN	negative	1.0
confrontational	JJ	negative	0.5
confuse	VB	negative	1.0
confused		negative	1.0
confusing	JJ	negative	1.0
confusing		negative	1.0
confusion	JJ	negative	1.0
confusion	NN	negative	1.0
confute	VB	positive	1.0
congenial	JJ	positive	1.0
congested	JJ	negative	0.5
congestion	NN	negative	0.5
congratulate	VB	positive	1.0
congratulations	JJ	positive	1.0
congratulations	NN	positive	1.0
congratulatory		positive	1.0
conjecture	VB	neutral	1.0
conquer	VB	positive	0.5
conscience	JJ	neutral	0.5
conscience	NN	positive	0.5
conscientious	JJ	positive	1.0
consciousness	JJ	neutral	0.5
consciousness	NN	neutral	0.5
consensus	NN	positive	1.0
consent	VB	positive	1.0
consequently		neutral	1.0
consider	VB	neutral	1.0
considerable	JJ	neutral	1.0
considerably		neutral	1.0
considerate	JJ	positive	1.0
consideration	JJ	neutral	0.5
consideration	NN	neutral	0.5
consistent	JJ	positive	0.5
console	VB	positive	0.5
conspicuous	JJ	negative	1.0
conspicuous	NN	negative	1.0
conspicuously		negative	1.0
conspiracies	JJ	negative	0.5
conspiracies	NN	negative	0.5
conspiracy	JJ	negative	0.5
conspiracy	NN	negative	0.5
conspirator	JJ	negative	1.0
conspirator	NN	negative	1.0
conspiratorial		negative	1.0
conspire	VB	negative	1.0
constancy	NN	positive	1.0
consternation	NN	negative	1.0
constitutions	JJ	neutral	0.5
constitutions	NN	neutral	0.5
constrain	VB	negative	0.5
constraint	NN	negative	0.5
constructive	JJ	positive	0.5
constructive	JJ	positive	0.5
constructive	NN	positive	0.5
consume	VB	negative	0.5
consummate	JJ	positive	1.0
contagious	JJ	negative	0.5
contaminate	VB	negative	0.5
contamination	NN	negative	0.5
contemplate	VB	neutral	1.0
contempt	NN	negative	1.0
contemptible	JJ	negative	1.0
contemptuous	JJ	negative	1.0
contemptuously		negative	1.0
contend	VB	negative	1.0
content	JJ	positive	1.0
content	VB	positive	0.5
contention	NN	negative	1.0
contentment	NN	positive	1.0
contentious	JJ	negative	1.0
contentious	NN	negative	1.0
continuity	NN	positive	0.5
continuous	JJ	neutral	0.5
contort	VB	negative	1.0
contortions	JJ	negative	1.0
contortions	NN	negative	1.0
contradict	VB	negative	1.0
contradiction	NN	negative	1.0
contradictory	JJ	negative	1.0
contrariness		negative	1.0
contrary	JJ	negative	1.0
contravene	VB	negative	1.0
contribution	JJ	positive	0.5
contribution	NN	positive	0.5
contrive	VB	negative	1.0
contrived		negative	1.0
controversial	JJ	negative	0.5
controversial	NN	negative	0.5
controversy	JJ	negative	0.5
controversy	NN	negative	0.5
convenient	JJ	positive	0.5
convenient		positive	1.0
conveniently		positive	1.0
conviction	JJ	positive	0.5
conviction	NN	positive	0.5
convince	VB	positive	0.5
convincing	JJ	positive	1.0
convincing	NN	positive	1.0
convincingly		positive	1.0
convoluted	JJ	negative	1.0
cooperate	VB	positive	0.5
cooperation	JJ	positive	0.5
cooperation	NN	positive	0.5
cooperative	JJ	positive	0.5
cooperatively	RB	positive	0.5
coping	JJ	negative	0.5
coping	NN	negative	0.5
cordial	JJ	positive	0.5
cornerstone	JJ	positive	1.0
cornerstone	NN	positive	1.0
correct	JJ	positive	0.5
correct		positive	0.5
corrective	JJ	neutral	0.5
correctly		positive	1.0
corrode	VB	negative	0.5
corrosion	NN	negative	0.5
corrosive	JJ	negative	0.5
corrupt	JJ	negative	1.0
corrupt	VB	negative	1.0
corruption	NN	negative	1.0
cost-effective	JJ	positive	0.5
cost-saving	JJ	positive	0.5
costly	JJ	negative	0.5
could		neutral	0.5
counterproductive	JJ	negative	1.0
coupists	JJ	negative	1.0
coupists	NN	negative	1.0
courage	JJ	positive	1.0
courage	NN	positive	1.0
courageous	JJ	positive	1.0
courageously		positive	1.0
courageousness	NN	positive	1.0
court	VB	positive	1.0
courteous	JJ	positive	1.0
courtesy	NN	positive	1.0
courtly	JJ	positive	1.0
covenant	NN	positive	0.5
covert	JJ	neutral	0.5
covet	VB	both	1.0
coveting	JJ	both	1.0
covetingly		both	1.0
covetous	JJ	negative	1.0
covetous		negative	1.0
covetously		both	1.0
cow	VB	negative	0.5
coward	NN	negative	1.0
cowardly		negative	1.0
cozy	JJ	positive	1.0
crackdown	JJ	negative	0.5
crackdown	NN	negative	0.5
crafty	JJ	negative	1.0
cramped	JJ	negative	0.5
cranky	JJ	negative	1.0
crass	JJ	negative	1.0
crave	VB	positive	1.0
craven		negative	1.0
cravenly		negative	1.0
craving	NN	positive	1.0
craze	NN	negative	1.0
crazily		negative	1.0
craziness	NN	negative	1.0
crazy		negative	1.0
creative	JJ	positive	1.0
credence	JJ	positive	1.0
credence	NN	positive	1.0
credible	JJ	positive	1.0
credulous	JJ	negative	1.0
crime	NN	negative	0.5
criminal	NN	negative	0.5
cringe	VB	negative	1.0
cripple	VB	negative	1.0
crippling	JJ	negative	1.0
crisis	JJ	negative	0.5
crisis	NN	negative	0.5
crisp	JJ	positive	0.5
critic	NN	negative	1.0
critical		negative	1.0
criticism	JJ	negative	1.0
criticism	NN	negative	1.0
criticisms	JJ	negative	1.0
criticisms	NN	negative	1.0
criticize	VB	negative	1.0
critics	JJ	negative	1.0
critics	NN	negative	1.0
crook	NN	negative	1.0
crooked	JJ	negative	1.0
cross	JJ	negative	1.0
crowded	JJ	negative	0.5
crude	JJ	negative	0.5
cruel	JJ	negative	1.0
cruelties	NN	negative	1.0
cruelty	NN	negative	1.0
crumble	VB	negative	0.5
crumple	VB	negative	0.5
crusade	JJ	positive	1.0
crusade	NN	positive	1.0
crusader	NN	positive	1.0
crush	VB	negative	0.5
crushing	JJ	negative	0.5
cry	VB	negative	1.0
culpable	JJ	negative	1.0
cuplrit	NN	negative	1.0
cumbersome	JJ	negative	1.0
cure-all	JJ	positive	1.0
cure-all	NN	positive	1.0
curious		positive	1.0
curiously		positive	1.0
curse	NN	negative	1.0
curse	VB	negative	1.0
cursed	JJ	negative	1.0
cursed		negative	1.0
curses	NN	negative	1.0
cursory	JJ	negative	0.5
curt	JJ	negative	0.5
cuss	VB	negative	1.0
cut	VB	negative	0.5
cute	JJ	positive	1.0
cutthroat	JJ	negative	1.0
cynical	JJ	negative	1.0
cynicism	NN	negative	1.0
damage	NN	negative	0.5
damage	VB	negative	0.5
damaging	JJ	negative	0.5
damn	JJ	negative	1.0
damn	NN	negative	1.0
damn	VB	negative	1.0
damnable		negative	1.0
damnably		negative	1.0
damnation		negative	1.0
damned		negative	1.0
damning		negative	1.0
dance	NN	positive	0.5
dance	VB	positive	0.5
danger	JJ	negative	0.5
danger	NN	negative	0.5
dangerous	JJ	negative	0.5
dangerousness	JJ	negative	1.0
dangerousness	NN	negative	1.0
dangle	VB	negative	1.0
dare	VB	positive	1.0
daring		positive	1.0
daringly		positive	1.0
dark	JJ	negative	0.5
darken	VB	negative	0.5
darkness	NN	negative	0.5
darling		positive	1.0
darn		negative	1.0
dash	VB	negative	0.5
dashing	JJ	positive	1.0
dastard	NN	negative	1.0
dastardly		negative	1.0
daunt	VB	negative	1.0
daunting		negative	1.0
dauntingly		negative	1.0
dauntless	JJ	positive	1.0
dawdle	VB	negative	1.0
dawn	VB	positive	0.5
daydream	VB	positive	1.0
daydreamer		positive	1.0
daze	VB	negative	1.0
dazed	JJ	negative	1.0
dazzle	VB	positive	1.0
dazzled	JJ	positive	1.0
dazzling		positive	1.0
dead	JJ	negative	0.5
deadbeat	JJ	negative	1.0
deadlock	NN	negative	1.0
deadlock	VB	negative	1.0
deadly	JJ	negative	0.5
deadweight	JJ	negative	1.0
deaf	JJ	negative	0.5
deal	NN	positive	0.5
dear	JJ	positive	1.0
dearth	NN	negative	1.0
death	NN	negative	0.5
debacle	NN	negative	1.0
debase	VB	negative	1.0
debasement	NN	negative	1.0
debaser	NN	negative	1.0
debatable		negative	1.0
debate	VB	negative	1.0
debauch	VB	negative	1.0
debaucher	NN	negative	1.0
debauchery	NN	negative	1.0
debilitate	VB	negative	0.5
debilitating	JJ	negative	0.5
debility	NN	negative	0.5
decadence	NN	negative	1.0
decadent	JJ	negative	1.0
decay	NN	negative	1.0
decay	VB	negative	1.0
decayed		negative	1.0
deceit	NN	negative	1.0
deceitful		negative	1.0
deceitfully		negative	1.0
deceitfulness		negative	1.0
deceiving	JJ	negative	1.0
deceive	VB	negative	1.0
deceiver	NN	negative	1.0
deceivers	NN	negative	1.0
decent	JJ	positive	0.5
decency	NN	positive	0.5
deception	JJ	negative	1.0
deception	NN	negative	1.0
deceptive	JJ	negative	1.0
deceptive	NN	negative	1.0
deceptively		negative	1.0
decide	VB	neutral	0.5
decisive	JJ	positive	0.5
decisiveness	JJ	positive	0.5
decisiveness	NN	positive	0.5
declaim	VB	negative	1.0
decline	NN	negative	0.5
decline	VB	negative	0.5
declining	JJ	negative	0.5
decrease	NN	negative	0.5
decrease	VB	negative	0.5
decreasing	JJ	negative	0.5
decrement	NN	negative	0.5
decrepit	JJ	negative	1.0
decrepitude	NN	negative	1.0
decry	VB	negative	1.0
dedicated	JJ	positive	1.0
deduce	VB	neutral	1.0
deep	JJ	neutral	0.5
deep	NN	negative	0.5
deeply		neutral	1.0
deepening	JJ	negative	1.0
deepening	NN	negative	1.0
defamation	NN	negative	1.0
defamations	NN	negative	1.0
defamatory		negative	1.0
defame	VB	negative	1.0
defeat	NN	negative	0.5
defeat	VB	negative	0.5
defect	NN	negative	0.5
defective	JJ	negative	1.0
defend	VB	positive	0.5
defender	JJ	positive	1.0
defender	NN	positive	1.0
defensive	JJ	negative	0.5
deference	NN	positive	1.0
defense	NN	positive	0.5
defiance	JJ	negative	1.0
defiance	NN	negative	1.0
defiant	JJ	negative	1.0
defiantly		negative	1.0
deficiency	NN	negative	0.5
deficient	JJ	negative	0.5
defile	VB	negative	1.0
defiler	NN	negative	1.0
definite	JJ	positive	0.5
definitely		positive	0.5
definitive	JJ	positive	0.5
definitive	NN	positive	0.5
definitively		positive	1.0
deflationary	JJ	positive	0.5
deform	VB	negative	0.5
deformed	JJ	negative	0.5
defrauding	JJ	negative	1.0
defrauding	NN	negative	1.0
deft	JJ	positive	1.0
defunct	JJ	negative	1.0
defy	VB	negative	1.0
degenerate	JJ	negative	1.0
degenerate	VB	negative	1.0
degenerately		negative	1.0
degeneration	NN	negative	1.0
degradation	NN	negative	1.0
degrade	VB	negative	1.0
degrading	JJ	negative	1.0
degradingly		negative	1.0
dehumanization	NN	negative	1.0
dehumanize	VB	negative	1.0
deign	VB	negative	1.0
deject	VB	negative	1.0
dejected	JJ	negative	1.0
dejectedly	JJ	negative	1.0
dejection	NN	negative	1.0
delectable	JJ	positive	1.0
delicacy	NN	positive	0.5
delicate	JJ	positive	0.5
delicious	JJ	positive	1.0
delight	NN	positive	1.0
delight	VB	positive	1.0
delighted	JJ	positive	1.0
delightful	JJ	positive	1.0
delightful		positive	1.0
delightfully		positive	1.0
delightfulness	NN	positive	1.0
delinquency	NN	negative	0.5
delinquent	JJ	negative	0.5
delirious	JJ	negative	1.0
delirium	NN	negative	1.0
delude	VB	negative	1.0
deluded	JJ	negative	1.0
deluge	NN	negative	0.5
delusion	JJ	negative	1.0
delusion	NN	negative	1.0
delusional	JJ	negative	1.0
delusional		negative	1.0
delusions	JJ	negative	1.0
delusions	NN	negative	1.0
demand	JJ	both	0.5
demand	NN	both	0.5
demand	VB	both	1.0
demands	JJ	both	0.5
demands	NN	both	0.5
demean	VB	negative	1.0
demeaning	JJ	negative	1.0
demise	NN	negative	1.0
democratic	JJ	positive	0.5
demolish	VB	negative	0.5
demolisher	NN	negative	0.5
demon	NN	negative	1.0
demonic	JJ	negative	1.0
demonize		negative	1.0
demonize	VB	negative	1.0
demoralize	VB	negative	1.0
demoralizing		negative	1.0
demoralizingly		negative	1.0
demystify	VB	positive	1.0
denial	NN	negative	1.0
denigrate	VB	negative	1.0
deny	VB	negative	1.0
denounce	VB	negative	1.0
denunciate	VB	negative	1.0
denunciation	NN	negative	1.0
denunciations	NN	negative	1.0
dependable	JJ	positive	0.5
dependent	JJ	neutral	0.5
dependent	NN	neutral	0.5
deplete	VB	negative	0.5
deplorable	JJ	negative	1.0
deplorable		negative	1.0
deplorably		negative	1.0
deplore	VB	negative	1.0
deploring	JJ	negative	1.0
deploringly		negative	1.0
deprave	VB	negative	1.0
depraved	JJ	negative	1.0
depravedly		negative	1.0
deprecate	VB	negative	1.0
depress	VB	negative	0.5
depressed	JJ	negative	1.0
depressing	JJ	negative	1.0
depressing		negative	1.0
depressingly		negative	1.0
depression	JJ	negative	0.5
depression	NN	negative	0.5
deprive	VB	negative	1.0
deprived	JJ	negative	1.0
deride	VB	negative	1.0
derision	NN	negative	1.0
derisive		negative	1.0
derisively		negative	1.0
derisiveness		negative	1.0
derogatory	JJ	negative	1.0
desecrate	VB	negative	1.0
deserve	VB	positive	1.0
deserved	JJ	positive	1.0
deservedly	RB	positive	1.0
deserving	JJ	positive	1.0
desert	VB	negative	1.0
desertion	NN	negative	1.0
desiccate	VB	negative	1.0
desiccated	JJ	negative	1.0
desirable	JJ	positive	1.0
desire	JJ	positive	1.0
desire	NN	positive	1.0
desire	VB	positive	1.0
desirous		positive	1.0
desolate	JJ	negative	1.0
desolately		negative	1.0
desolation	NN	negative	1.0
despair	NN	negative	1.0
despair	VB	negative	1.0
despairing	JJ	negative	1.0
despairingly		negative	1.0
desperate	JJ	negative	1.0
desperately		negative	1.0
desperation	NN	negative	1.0
despicable	JJ	negative	1.0
despicably		negative	1.0
despise	VB	negative	1.0
despised	JJ	negative	1.0
despised		negative	1.0
despite		negative	1.0
despoil	VB	negative	1.0
despoiler	NN	negative	1.0
despondence	NN	negative	1.0
